,Lyrics,Joy,Trust,Fear,Surprise,Sadness,Disgust,Anger,Anticipation
433,drunk walkin blind okay well lie tryna hide fail fast caus held could take cross line prepar tell sign ever readi tri fight tide pull head resign time night end well lucki found lightn thunder dream never enough start vision live readi love take give never listen still young heart felt free mean wander swear better midnight come ill alway rememb last night decemb last night decemb cold sky drop snowflak left ya side know found small spark would light old flame hide meltdown ball drop knew look ya tri find high pull stop caught cover never found lightn thunder dream never enough start vision live readi love take give never listen still young heart felt free mean wander iswear better midnight come ill alway rememb last night decemb,0,0,0,0,1,1,0,0
434,got drip ay go go huh go go god shawti thick god god shawti thick god huh ay go go hey go go god shawti thick god ay god shawti thick god hey ride dick like biker huh shit need diaper huh like lil yachti one night uh eat pussi like rice ay knock boyfriend mike tyson ay drunk feel like fight ay pop pussi like vicodin yuh ohmi ohmi beat pussi like vike get wet look like pull jet want sex okay shorti want neck run band run band run band want smoke want cancer go get band go go huh go go god shawti thick god god shawti thick god huh ayi go go hey go go god shawti thick god ay god shawti thick god,0,1,0,0,0,1,0,1
435,yah yah miss got time damn yah yah yah miss got time could wish never play time damn claim ladi got time could move like crazi call back damn leav alon drunk fuck bitch dumb fuck run buck damn ay leav alon drunk fuck bitch dumb fuck bitch ya leav alon drunk fuck bitch dumb fuck run buck damn ay leav alon yah yah yah yah ay miss got time littl ladi drive crazi fine damn gon play fine think bout daili smoke crazi tech damn flexin would flex alway told star goal checklist damn question check messag knew come beat start text damn demon call yah leav gone yah fiendin yah dream yah drop u coup drop top car ay love bitch fuck cliqu man play part damn ay life bitch knew shit start ay told walk bitch leav shit dark like damn leav alon drunk fuck bitch dumb fuck run buck damn ay leav alon drunk fuck bitch dumb fuck bitch ya leav alon drunk fuck bitch dumb fuck run buck damn ay leav alon yah yah yah yah ay play wavi sip purpl til lazi like throwback ayisyen know hit bop like lil kodak block good sweat like dat sweat nah nah ay tell truth want depart ay want fuck caus differ play part damn ay tell truth want start ay fuck bitch love bitch play part like damn leav alon drunk fuck bitch dumb fuck run buck damn ay leav alon drunk fuck bitch dumb fuck bitch ya leav alon drunk fuck bitch dumb fuck run buck damn ay leav alon yah yah yah yah ay,0,0,0,1,1,1,1,0
436,put fire day wait anoth risk game guess high mainten live fast die young run anoth red light break henni tonight fear stay aliv danger zone lockdown lockdown lockdown lockdown lockdown lockdown lockdown lockdown lockdown put fire day wait anoth risk game guess high mainten live fast die young run anoth red light break henni tonight fear stay aliv danger zone lockdown lockdown lockdown lockdown lockdown lockdown lockdown lockdown lockdown lockdown,0,1,0,1,0,0,0,0
437,run street let burn town run till free make king queen take u know dream summer sky know believ run night everyon watch see fli caus night build castl castl sun rise ever ever die burn u ash ash sun rise ever ever die caus night build castl castl sun rise ever die burn u ash ash love like castl castl castl anoth world anoth life never alon never cri throne night know dream summer sky know believ danc die everyon watch see fli caus night build castl castl sun rise ever ever die burn u ash ash sun rise ever ever die caus night build castl castl sun rise ever die burn u ash ash love like castl castl castl,1,1,0,0,0,0,0,1
438,kind magic lie underneath could tragic found peac mountain sheet go go work hard sleep le wait dream time regret seen let down freak out storm cloud u made made good life coupl bad time million mistak made fine life alway find way lead u height lead u height explan come far thing turn around turn heart thank sun heal scar good good thought imposs alway find way lookin lookin height never thought say made made good life coupl bad time million mistak made fine life alway find way lead u height lead u height lead u height lead u lead u lead u height lead u height lead u height lead u lead u lead u lead u good life coupl bad time million mistak made fine life alway find way lead u height lead u height,1,1,0,1,0,0,0,0
439,free mind let spread like wildfir breath tight feel desir lalalala lalalalalala lalalalala go slow make hard breath take go slow make hard breath take lalalala lalalalalala lalalalala go slow make hard breath take go slow make hard breath take,0,0,0,0,0,0,0,1
440,way speak go ahead say mind play pretend stop caus wan know open heart let insid crazi crazi let love win tonight need wait longer babi say word make star collid make star collid make star collid make star collid say word make star collid take name even behind never chanc hopeless start edg would risk caus die come heart crazi crazi let love win tonight need wait longer babi say word make star collid make star collid make star collid make star collid say word make star collid say word make star collid,0,1,0,0,0,0,0,1
441,got someth say babi like know think bout tell hide emot deep insid alway knew know know alway make feel like failur know know fault know know know say like like caus babi love say goodby know wast time know oy oy oy know oy oy oy know need pretend sayin love even feel singl thing wan friend wan run away u gon easi know know alway make feel like failur know know fault know know know say like like know know know make way know know know make sens anyway caus babi love say goodby know wast time know oy oy oy know oy oy oy know,0,1,0,1,0,1,0,0
442,woo alreadi know right mustard beat ho let go uh woo woo master p ayi ten bad bitch bad one bad bitch look like masterpiec uh lookin dunk like athlet uh big drip call big drip ice chain pure water ice ice ice got cash afford em cash got bag afford em give bag give beat ride like jetski hey mani bad bitch harassin bad like caus rap athlet athlet stop askin uh know mad nah hop coup slide like vaselin skrrt skrrt west coast six four jump like trampolin six four take brick put tripl beam brick canada see lot ting canada dismantl know handl woo hey light candl make put banner toss fifti make em tear club tear club took bitch game sub swap swap go uh woo woo master p ayi ten bad bitch bad one bad bitch look like masterpiec uh lookin dunk like athlet uh woo big drip call big drip big drip ice chain pure water ice ice ice got cash afford em hey cash got bag afford em woo woo woo offset pimpin easi make open eat eat star ceilin seat tempur pedic hey hey see nigga watchin plottin tryna sneak plot hit thot trust thot tellin secret thot big bank take lil bank lil nigga cash catch bad nigga cri whole river hey nawf back takin care whole villag nawf somebodi got shot talkin bout willi lobbi brick ricki bobbi bitch go lawrenc fit rari tint rari drip drip trench got dirti money rins poppin pop pray god repent let go uh woo woo master p ayi ten bad bitch bad one bad bitch look like masterpiec uh lookin dunk like athlet uh woo big drip call big drip ice chain pure water ice ice ice got cash afford em cash got bag afford em takeoff limit money money nah pick gang took flight across countri cross countri tip waitress told keep one comin hit store get backwood left wraith runnin fuck lookin like plottin alreadi lab celin like bag want celin lot ting as bustin jean make want ting make wan spend fifti hit scene scene whole team full queen got ta keep eye queen snake disguis prolli wan slide slide bet ride em put prize em prize ten bad bitch rotat em got five em five uh woo woo master p ayi ten bad bitch bad one bad bitch look like masterpiec uh lookin dunk like athlet uh big drip call big drip ice chain pure water ice ice ice got cash afford em cash got bag afford em two step uh two step uh two step uh two step uh two step uh two step uh two step uh two step uh goodnight,1,1,0,0,0,1,1,0
443,know call month sinc tri mayb scare say wrong thing apart shake weight heart break pretend care kill happi say happier someon els honest thought hurt like hell time think move know wait even tri could never let go know wait alway wait alway wait know wait know busi caus one ask distanc alon alright mayb would judg said hope still love feel like scare right happi say happier someon els honest thought hurt like hell time think move know wait even tri could never let go know wait alway wait alway wait wait ummm umm ummm umm time think move know wait even tri could never let go know wait alway wait alway wait wait,0,0,1,0,1,0,0,1
444,place dark see floor trap insid room without door wall keep close hard breath air thin move shaken core tri stay strong love wrong matter hard tri fight tide fight tide fight tide fight tide eye got use smoke mirror look past flaw like heart keep grow cold longer let go know cri tear tri stay strong love wrong matter hard tri fight tide fight tide fight tide fight tide,0,0,1,0,1,0,0,0
445,sight mind feelin like runnin time sight sight mind feelin like runnin time sight sight mind sight sight mind sight sight mind livin life like runnin time sometim nigga feel like everybodi real like jonni mckenzi could pretend see feel right bought dodg magnum got sign everybodi line wan know tax rock got mansion 30k mom hood turnt bitch bottl dope stuff attent high hope call bluff anybodi note lost love thing chang peopl chang nigga chang bitch chang friend foe pick lane lil wayn singl fuck hoe like singl trigger close finger label froze chose tell non believ feloni could think car go po bill add bitch done left smoke last one high sleep pray bat come might grab one might blast one caus got nothin lose got win gain feel comfort one thing learnt year block devil ear caus fairytal end well fame fortun everybodi sight mind feelin like runnin time sight sight mind feelin like runnin time sight sight mind sight sight mind sight sight mind livin life like runnin time promethezin babi bottl medit daili dollar late problem stem bitch caus know still fuck babi mama drama hous got find outlet waitin plug like fuck outlet fuck turnin phone fantasi grabbin heat burnin nose plow nigga might know slightli thaw might need zoloft xanni due hear sound manic depress prescript ed anywho boy got keep close watch one befriend friend might one envi envi vividli dreamin bout endin endin low tend tend actin new run fuckin bitch tryna feel like feel like messag sendin look way cross tell look way look way cross tell look way cross tell look way caus cross kill sight mind feelin like runnin time sight sight mind feelin like runnin time sight rippin runnin wild mamma say slow listen feloni foul sippin liquor til liver ruin partner lost trial system give get could calm caus soon go pistol g ra special buick guilti said pressur bust pipe like gun fight never bring knife done rara high rise instead music interviewin could nigga dead viewin would take look insid eye surround bunch blind guy sight mind never see check chicken fettucin wish nigga would lamborghini top back bitti top bentley top dawg map familiar way even need app sorri got ta ask run trap run trap run amok round run across finish line hope worth rolex run outta time sight mind feelin like runnin time sight sight mind feelin like runnin time sight sight mind sight sight mind sight sight mind livin life like runnin time,0,0,1,0,1,1,1,0
446,quit life spend time alon dream star spend time alon think gon play think time alon think joke say laugh feel alon know know would life came broken home spend night glad made home think littl thing say think known think alway late think lucki lucki lucki lucki lucki know know would would would,1,1,0,1,0,0,0,0
447,like broken broken like mayb make fool like lone lone like could lone met late night parti trust fund babi brooklyn loft bathroom said let talk confid wear peopl friend grab face said like broken broken like mayb make fool like lone lone like could lone someth tragic almost pure think could love sure someth wholesom someth sweet tuck eye love meet peopl friend grab face said like broken broken like mayb make fool like lone lone like could lone life love song like broken piec float life love song tri fix broken piec one time like broken broken like mayb make fool like lone lone like could lone like broken broken like mayb make fool like lone lone like could lone,1,1,0,0,1,0,0,1
448,sound heart beat ear use use hear nobodi told would clear caus everi night tast fear never thought disappear took heart held near gone wound tight let go hide fear think know long dark night sleepless dead night turn ghost enough long dark night sleepless sleepless everi hour take long fire burn way strong ecstasi gone know wait sun touch face put dark place fear leav chanc till tomorrow wound tight let go hide fear think know long dark night sleepless dead night turn ghost enough long dark night sleepless sleepless sleepless sleepless wound tight let go hide fear think know long dark night sleepless sleepless sleepless,0,0,1,1,1,0,0,0
449,kind fade want wast tonight kind fake want fake life got three thousand issu need fix soon right need love bring life hey meet moonlight fli starlight say got better thing mind tryna guy hope alway way life short play game hey stay sunris stay sunris air chang pa red light racin tonight hit pavement hold head crave light got three thousand issu need fix soon right need love bring life hey meet moonlight fli starlight say got better thing mind tryna guy hope alway way life short play game hey stay sunris stay sunris,0,0,1,0,1,0,0,1
450,thought late someth feel right keep pretend know read eye keep give noth give talk love feel get keep give noth give talk love feel get see time run faster get closer keep hold turn corner mind mind mind mind mind turn corner mind keep give noth give talk love feel get keep give noth give talk love feel get see time run faster get closer keep hold turn corner mind mind mind mind mind turn corner mind,0,0,0,0,1,0,1,1
451,know go know matter caus know come like gon real tonight caus like play fire take higher never gon stop till sun come make play fire take higher know go matter need other let get lost tonight wan see fire let get lost tonight wan feel fire caus like caus like caus like wan feel fire caus like,1,1,0,0,0,0,0,1
452,wish would known mind wish would known mind mind mind mind mind mind mind wish would known mind wish would known mind mind wish would known mind wish would known mind mind mind mind mind mind mind mind mind mind mind mind mind mind mind wish wish would known would known wish wish would known would known mind mind mind,0,0,0,0,1,0,0,0
453,got sing wha wha look like guy could treat right wha wha boy take chanc would let ride wha wha best thing life wha wha babi let take tri take tri wha wha wha wha wha wha wha wha got sing wha wha look like guy could treat right wha wha boy take chanc would let ride wha wha best thing life wha wha babi let take tri take tri take tri take tri take tri wha wha,0,1,0,0,0,0,0,1
454,babi want lie arm find hard believ heaven love need found heart hard see heaven heaven think younger year young wild free noth could chang mean lot could say hold caus love light way babi want lie arm find hard believ heaven love need found heart hard see heaven dream come true good time bad stand nearbi heaven,1,1,0,1,0,0,0,0
455,run hour feel touch gather care leav em dust could use win instead lose luck find strength never give gold told gold know feel broken head hand believ halfway halfway rememb life goin way plan believ halfway halfway halfway halfway halfway halfway,0,1,0,0,0,0,0,1
456,wan hold wan control want feel like ya know wan hold wan control want feel like ya know want besid sad piec need somebodi would get ya know wan hold wan control want feel like ya stay togeth forev beyond ride rather much time someon lean girl got fire need heat stay togeth forev beyond ride rather much time someon lean fli away find way fli away know know lie today girl find way away away away away away away away away away away away away away away away away away away away away away away away away away away away away away away away away need time tri figur mind though tri take need okay way turn fli away stay togeth forev beyond ride rather much time someon lean fli away away away away away away away away away away away away away away away away away away away away away away away away away away away away away away away away away,1,1,0,0,0,0,0,1
457,feel sunlight head scent summer bed footprint sand steal liquor make plan see face mile mile away heaven know gon fade heaven know gon fade dog search reason way back hand make trembl make crash forget name ride wave higher life sun eye ride cloud fall sky tear night night night ride wave higher life sun eye said watch kind watch blew mind say romanc make blind well blind lifetim see face mile mile away rememb everi kiss game play dog search answer way back hand made trembl made crash forget name ride wave higher life sun eye ride cloud fall sky tear night night night night night night night ride wave higher life sun eye lala lala lala lala lala lala lala lala sun eye lala lala lala lala lala lala lala lala ey see face mile mile away heaven know gon fade heaven know gon fade dog search answer way back hand make trembl make crash forget name ride wave higher life sun eye ride cloud fall sky fall sky tear night night night night night one time ride wave higher life sun eye,1,0,0,0,1,0,0,1
458,love easi love want love easi love want love easi love want love easi love want love love easi love want love easi love love easi love want love easi love want love,1,1,0,0,0,0,0,1
459,feel heart get colder must fault astronomi freez middl summer warm embrac use mix emot blur line got lose focu time rose sugar coat everi bad moment need one save need somebodi real need one save need somebodi real thing wan feel heart string like needl bloodstream need one save need somebodi real real need one save need one need one save need somebodi real real got lose focu time rose sugar coat everi bad moment need one save need somebodi real need one save need somebodi real thing wan feel heart string like needl bloodstream need one save need somebodi real real wan feel heart string like needl bloodstream need one save need somebodi real real,0,1,0,0,0,0,0,1
460,w wait work done heart race night begun babi tast one keep dancin till see sun till see sun till see sun till see sun till see sun till see sun till see sun till see sun uh uh w wait work done get closer babi one put hand upon feel beat n drum keep danc n till see sun till see sun till see sun till see sun till see sun till see sun till see sun till see sun go uh nder go uh nder go uh nder go uh nder uh four,1,1,0,0,0,0,0,1
461,feed feed feel like hold open heart open wound feel good feel like fire feed feed feel like control open heart open wound feel good feel like fire come around two burn sky brighter shade blue keep forget rest come alon tell soul afraid fear disappear let go go nowher,1,1,0,0,0,0,0,0
462,let put hand togeth get readi fun time come time come danc moon like young iv e tri get air start feel amaz lose control get crazi woah woah woah woah woah woah lose control lose control lose control lose control feel like dream time start believ dream chase sunlight fade get readi fun time come danc moon like young iv e tri get air start feel amaz lose control get cr cr cr cr woah woah woah woah woah woah lose control woah woah woah lose control woah woah woah get crazi get crazi get crazi get crazi get crazi get crazi,1,0,0,0,0,0,0,0
463,dmfb hope found craziest place wont slow till meet million face life car drive open eye caus life game go play get one tri play right play right play right hope found craziest place wont slow meet million face life car drive open eye caus life game go play one tri play right play right play right play right hope found craziest place wont slow meet million face there life car drive open eye caus life game go play get one tri play right play right play right,0,1,0,0,0,0,0,1
464,four morn go night littl much say got money wast time know love enough tri break u thick throw pebbl useless useless kill love like sick jealou got caus got noth u got noth u caus got noth u noth u noth u noth u got noth u got noth u got noth u got noth u got noth u air mattress brought new york drink wine floor got money alright caus got need noth tri break u thick throw pebbl useless useless kill love like sick jealou got caus got noth u got noth u caus got noth u noth u noth u noth u got noth u got noth u got noth u got noth u got noth u,1,1,0,0,0,1,1,0
465,even care ever found feel love love like sound made dream heaven know angel sang song kill superstar peopl talk let em talk better would meet high saturday night peopl hate let em hate better find crowd saturday night bring back paradis bring back paradis caus whatev may come side fall way high bring back paradis even care think go numb sick run sick got much say got much bring see lip movin hear thing peopl talk let em talk better million mile away saturday night peopl hate let em hate better find crowd saturday night bring back paradis bring back paradis caus whatev may come side fall way high bring back paradis,1,1,0,0,0,1,1,1
466,feel pressur weightlessli aris deni graviti want keep overshar bear tear cloud real soon gloom night good fearless caus know dark see get away u take control meant u meant u meant u climb way top gloom night rise caus know dark see get away u take control meant u meant u meant u ever go never stop ever give tear cloud real soon,1,0,0,0,0,0,1,1
467,take look u built castl sky see bird fli set view take look u sun reflect eye line set view take look u take look u take look u take look u take look u take look u take look u found home far see rainbow u set view take look u sun reflect eye line set view take look u take look u take look u take look u take look u take look u sun reflect eye line set view take look u,1,1,0,0,0,0,0,0
468,feel lone one hold sleep night caus found someth explain keep question without fall apart fire light dark need love open eye shine light find call name let guid face world side side give heart trade mine shine light find call name let guid face world side side give heart trade mine shine light find call name let guid face world side side give heart trade mine shine light find call name let guid face world side side give heart trade mine battl weather better togeth alon danc pain find way u make home without fall apart fire light dark need love open eye shine light find call name let guid face world side side give heart trade mine shine light face world side side give heart trade mine shine light find call name let guid face world side side give heart trade mine,0,1,0,1,1,0,0,1
469,sit morn diner corner wait counter man pour coffe fill halfway even argu look window somebodi come alway nice see say man behind counter woman come shake umbrella look way kiss hello pretend see instead pour milk open paper stori actor die drink one heard turn horoscop look funni feel someon watch rais head woman outsid look insid see realli see caus see reflect tri notic hitch skirt straighten stock hair gotten wet rain continu morn listen bell cathedr think voic midnight picnic upon time rain began finish coffe time catch train,0,0,0,1,1,0,0,0
470,understood loneli knew saw pill tabl unrequit love would noth without hold strong enough u u u u giant ooh stand shoulder tell see caus giant ooh break boulder underneath foot giant giant hide emot throw guard free notion taught someth freedom taught live togeth togeth togeth giant ooh stand shoulder tell see caus giant ooh break boulder underneath foot giant giant hey hey gon shake throw away dirt hey hey gon shake throw away dirt gon shake throw away dirt gon shake throw away dirt gon shake throw away dirt gon shake throw away dirt ooh giant ooh giant ooh,1,1,0,0,0,0,0,1
471,must hard tryna get way overthink alway worri bout thing like day must hard think live life everi day dress deep breath babi bless pleas go make harder feel like start someth believ pleas go make harder deep breath deep breath deep breath know know must hard feel like fall feel like need warn feel like someth come way must hard drive insan tri make chang alway pleas go make harder feel like start someth believ pleas go make harder deep breath deep breath deep breath know know could take easi need love could take easi could take easi need love could take easi pleas go make harder feel like start someth believ pleas go make harder deep breath deep breath deep breath know know,0,1,0,0,0,1,0,0
472,show wan wait tonight wait tonight bet gon find way tonight way tonight talk wan heal sorrow talk make new tomorrow talk one night find answer talk make heart beat faster make heart beat faster make heart beat faster,0,1,0,0,0,0,0,1
473,feel tast sin pull give life good lesson learn crash burn alright fall deep lose control high got wait door got need let go fade light nobodi els make feel aliv like stranger first time danger make feel aliv make feel aliv make feel aliv know say word never heard turn everi time run away swear gone back long fall deep lose control high got wait door got need let go fade light nobodi els make feel aliv like stranger first time danger make feel aliv make feel aliv make feel aliv,1,1,1,0,0,1,0,1
474,one save buri beneath ground go see bliss today come far let tear u apart hundr rose woven heart die die die time time forget hold catastroph want somehow watch make whatev want forget hold catastroph want somehow watch die time move like souvenir lost atmospher let go paradis die time time forget hold catastroph want somehow watch make whatev want forget hold catastroph want somehow watch make whatev want forget hold catastroph forget hold catastroph die die time,1,1,0,0,1,0,0,0
475,somebodi cri lord kumbaya somebodi cri lord kumbaya need love today kumbaya need right away kumbaya somebodi despair somebodi feel like one care somebodi despair somebodi feel like one care lord kumbaya kumbaya somebodi feel like one care somebodi feel like one care somebodi feel like one care somebodi cri lord kumbaya need love today kumbaya somebodi despair somebodi feel like one care somebodi despair somebodi feel like one care lord kumbaya lord kumbaya kumbaya somebodi feel like one care somebodi feel like one care somebodi feel like one care lord kumbaya lord kumbaya,0,0,1,0,1,0,0,0
476,starlit summer night sky got feel high love like remedi bodi feel right miss lip never kiss need tast hook addict let slip away take take wan feel love right take take wan feel love right take take wan feel love right loooooooooov need love tonight tonight need love tonight tonight danc underneath blue light lost daze kiss till take let leav without trace slip bathroom stall hand waist hide til night fade away take take wan feel love right take take wan feel love right take take wan feel love right loooooooooov need love tonight tonight need love tonight tonight need love tonight tonight need love tonight tonight take take wan feel love wan wan feel love take take wan feel love wan wan feel love take take wan feel love wan wan feel love take take wan feel love wan wan feel love take take wan feel love wan wan feel love take take wan feel love wan wan feel love,1,1,0,0,0,0,0,1
477,feel got wait one believ fate got start pray get see anoth day heartbeat broken record repeat heat burn whole citi say ride life hold tight hold heartbeat broken record repeat heat burn whole citi say ride life hold tight hold dream long awak one need escap got start pray new life find stay heartbeat broken record repeat heat burn whole citi say ride life hold tight hold heartbeat broken record repeat heat burn whole citi say ride life hold tight hold heartbeat broken record repeat heartbeat broken record repeat heartbeat broken record repeat heartbeat broken record repeat repeat,1,0,0,1,0,0,0,1
478,late night go home friend wan know go woah miss call cigarett tell end fall thing want say fade black replac memori come flood back end know let go caus tonight togeth still alon drunken fight photograph wan look hold back rush grow fast thing want say fade black replac memori come flood back end know let go caus tonight togeth still alon,0,0,1,0,1,1,1,0
479,tire look back wast time heart earn crack fine everytim close eye still believ grown old enough know end want know feel heart head love like one wan love like stori book end done could give littl give littl give littl kind love could give littl give littl give littl kind love give littl kind love stand foot shake knee cut go deep still bleed everytim close eye still believ grown old enough know end want know feel heart head love like one wan love like stori book end done could give littl give littl give littl kind love could give littl give littl give littl kind love could count way catch would fall well guess someth fairytal could give littl give littl give littl kind love could give littl give littl give littl kind love,0,1,1,0,1,0,0,1
480,noth lose like play game game game game game game got rule like play game game game game game game bet know turn follow show done noth lose like play game game game game game game game game game game game game game game game game game game noth lose like play game game game game game game noth lose lose lose one two three whoop noth lose like play game game game game game game got rule like play game game game game game game bet know turn follow show done noth lose like play game game game game game noth lose like play game game game game game game noth lo lo lo lo,1,1,0,0,0,0,0,0
481,okay lil cc beat mmm mean fuck realli even start got hoe keepin dark got nigga cross street livin larg thinkin back fact dead thought rap fact til sat bar got two phone one need charg twin could tell as apart got big pack comin way got big stack comin safe got lil max wave big gap u game next life tryna stay paid die put money grave die put money grave realli got ta put coupl nigga place realli lap everi nigga race realli might tat realest nigga face lil cc let slap bass use save hoe mask cape like nah love good go away die money done gave top shit meant lot still top like scare drop still top nigga wan swap nigga wan swap like slauson watt wan chang caus good mob tie alway good word junior jazzi babi j tell em die put money grave coupl figur killer call collect collect fuck nigga next next realli livin larg awe mack nigga thinkin small mall rat rat roll u realli wan get get go get half million sprinter sprinter phone ringin bitch know big tipper tipper got hookup realli limit limit dead broke nigga dna dna rickey smiley decatur yay lil nigga anoth state case buri motherfuckin chase bank time bounc bounc got ta count allow got ta count allow nigga snitch got ta rerout got ta rerout nigga drippin like got zillion dollar got trap jumpin like zion rebound never talk homi quiet smoke loudest loudest rich nigga realli bein modest caus way deal never treat like artist want hous hous could dm account per diem six figur countin nine figur goal til hit nigga livin buri mine ross got maybach music die put money grave realli got ta put coupl nigga place realli lap everi nigga race realli might tat realest nigga face lil cc let slap bass use save hoe mask cape like nah love good go away die money done gave,1,1,0,0,0,1,0,0
482,wan grab gun come get ya one time homi dj screw alreadi feel throw bitch high even come met girl say h town say name drizzi nobodi realer cup insid cup smoke ghostfac killah got boppa go crazi nigga man sent girl messag said see sent one back never read caus pussi pussi get need tell cold window winter ride rim tire thinner airport stunt fli charter oversea full dom perignon water know happen everi time alon swear zone sip drink mo fucker gone gon get undress gon get give time deserv someth know know know tonight fuck like houston take everyth slow slow slow drape drip know talk bout three morn get pop park lot never pretend nigga stay g til end ayi swear like everi time find situat know get feel like houston candi paint switch color light like 11pm nigga roll citi bump screw big moe ugk lil keke feel like everyth move slow let take time pace babi gone,1,1,0,0,0,0,0,0
483,love citi night never end neon way light sky illumin want right right feel close right right burn open eye let pa open eye right right write wall write wall like see smile stay place everyth slip away right right feel close right right burn open eye let pa open eye right right write wall write wall,1,1,0,0,0,0,0,0
484,restless night endless fight mayb mayb cross line matter tri get scar hide still cover crack insid go go crazi think may speak next year go go tri rebuild tri control wheel paratut crystal ball gon save u save u fall magic trick ten foot wall could ever save u save u save u save u time spent bitter end thought would made fearless plan took brick hand look debri go go crazi think may speak next year go go tri rebuild tri control wheel paratut crystal ball gon save u save u fall magic trick ten foot wall could ever save u save u save u save u weigh le tumbl way watch summer somehow come displac high ground clariti sorround search sound paratut crystal ball gon save u save u fall magic trick ten foot wall could ever save u save u save u save u,0,0,1,1,1,0,0,0
485,type alway gon overthink wan wake alway like aim fight back everyth want ruin truth come past got scar come back come back scare flaw need lie mind got scar come back come back scare flaw say name louder say name loud say name like need say name loud say name louder say name loud say name like need say name loud say name say name time time end shut view final got closer see eye edg break far see truth come past got scar come back come back scare flaw need lie mind got scar come back come back scare flaw say name louder say name loud say name like need say name loud say name louder say name loud say name say name say name say name louder say name loud say name like need say name loud,0,1,0,0,0,0,1,1
486,set nineti four four door ford fire today took favorit pair diamond ear pawn away walk kitchen full dish broke everi plate man might death way might cocain might rehab tryna od gon make relaps crazi place hope got space two know mess get enough matter say matter thing crazi place hope got space two crazi place hope got space two call bo told come work chang everi lock everi door got home would get dime everi time wan go phone might death know could never leav alon might cocain might rehab tryna od go make relaps crazi place hope got space two know mess get enough matter say matter thing crazi place hope got space two crazi place hope got space two might cocain might rehab care anybodi say pain medicin problem solut know way crazi place hope got space two know mess get enough matter say matter thing crazi place hope got space two crazi place hope got space two,1,1,0,1,0,1,1,0
487,fine till night friend introduc fuck got high bar bar high girl night met citi got drunk stay home got piec wherev go still alon think dammit wish never met dammit tri forget never knew miss till dammit wish never never met dammit wish never never met dammit tri forget dammit wish never never met dammit tri forget lie awak ghost brain let shake keep run girlfriend knew back back back night met citi got drunk stay home got piec wherev go still alon think dammit wish never met dammit tri forget never knew miss till dammit wish never never met dammit wish never never met dammit tri forget dammit wish never never met dammit tri forget girl night met citi stay home nah got piec wherev go think dammit wish never met dammit tri forget never knew miss till dammit wish never never met dammit wish never never met dammit tri forget girl night met citi got drunk stay home got piec wherev go still alon,0,0,0,1,1,0,0,0
488,got good vibe got good vibe got good vibe got good vibe got good vibe got good vibe feel good feel feel good got good vibe got good vibe feel good feel feel good got good vibe got good vibe caus feel good feel good tonight got good vibe good vibe good vibe good good good good caus feel good got good vibe got good vibe feel good feel feel good got good vibe got good vibe feel good feel feel good got good vibe got good vibe feel good feel feel good got good vibe got good vibe caus feel good feel good tonight got good vibe good vibe good vibe caus feel good feel good tonight got good vibe good vibe good vibe caus feel good feel good tonight got good vibe good vibe good vibe good good good good,1,0,0,0,0,0,0,1
489,long day long night two kid wast time chase dream boulevard get drunk count star long year hard time alway mind dream sin got bodi chain know know someth love take high get low someth love want way promis never chang know know know know someth someth love know know know someth love know know know know know know someth love know know know know know know someth love take high get low someth love know know someth love take high get low someth love want way promis never chang know know someth someth love know know know someth love know know know know know know someth love know know know someth love,1,1,0,0,0,0,0,0
490,wait dont leav yet im think stay know get rather late dont want night go wast wait turn light turn light turn light wan feel dark eye shut take take take wan feel dark eye shut turn light turn light turn light wan feel dark eye shut take take take wan feel dark eye shut eye shut eye shut eye shut,0,0,0,0,0,0,0,1
491,love simpl word crazi feel love feel like underwat breath wait somebodi like babi come around make heart beat like drum bam pa pa pam pam make heart beat like drum bam pa pa pam pam paradis thing make come aliv blue word collid hold sunlight day two blew mind would never knew love devin gon make sure rememb lifetim go flow let bodi go let bodi go low low low go flow let bodi go let bodi go low go flow let bodi go let bodi go low low low go flow let bodi go let bodi go low go flow go flow go flow go flow go flow go flow go flow go flow fli everi day like weekend hot like fire wan wake state dream say know love til one got heart beat like drum bam pa pa pam pam make heart beat like drum bam pa pa pam pam paradis thing make come aliv blue word collid hold sunlight day two blew mind would never knew love devin tonight gon make sure rememb lifetim go flow let bodi go let bodi go low low low go flow let bodi go let bodi go low go flow let bodi go let bodi go low low low go flow let bodi go let bodi go low go flow go flow go flow go flow come let bodi go babi like heartbeat go babi let bodi go flow like heartbeat go flow,1,1,0,1,0,0,0,1
492,call sober sure chang give like never give away wan fall time find truth tonight could would believ could need wan fall time wan fall time find truth tonight could would believ could need wan fall time wan fall time find truth tonight could would believ could need wan fall time,0,0,1,0,0,1,0,0
493,think know sit behind eye lie sometim favourit record hate dad prefer red wine go insid head never know drift wonder go close close close close get bed read head close close hate sunset love rain take back home tell stori full blank space secret wan know go insid head never know drift wonder go close close close close get bed read head close close go insid head never know drift wonder go,1,1,0,0,1,0,0,1
